rank,player_id,name,clubs,leagues,nationality,primary_position,total_minutes_top5,total_appearances,peak_market_value_eur,peak_value_pct_in_league,obscurity_score
1017,77026,Raúl Albentosa,SD Eibar; Málaga CF; Deportivo de La Coruña,La Liga,Spain,Defender,8168,93,3500000.0,0.4632402995234854,0.2911511680677146
1018,67252,Ryan Bennett,Norwich City; Wolverhampton Wanderers; Leicester City,Premier League,England,Defender,8247,103,7000000.0,0.4646962233169129,0.2880007255508458
1019,28022,Alessandro Lucarelli,Parma Calcio 1913,Serie A,Italy,Defender,8114,93,3500000.0,0.4743162108072048,0.286582204673917
1020,29311,Mounir Obbadi,ESTAC Troyes; AS Monaco; Hellas Verona; LOSC Lille; OGC Nice,Ligue 1; Serie A,Morocco,Midfield,8256,113,2750000.0,0.4698007471980074,0.28496396748626757
1021,45662,Alexander Esswein,1.FC Nuremberg; FC Augsburg; Hertha BSC; VfB Stuttgart,Bundesliga,Germany,Attack,8487,162,3500000.0,0.4601769911504424,0.28396189202167804
1022,36207,Fin Bartels,SV Werder Bremen,Bundesliga,Germany,Attack,8189,120,3750000.0,0.4782783588093323,0.2831476423007602
1023,58341,Javi Varas,Celta de Vigo; Sevilla FC; UD Las Palmas,La Liga,Spain,Goalkeeper,8561,97,3500000.0,0.4632402995234854,0.2804922533390325
1024,35539,Mehdi Lacen,Getafe CF; Málaga CF,La Liga,Algeria,Midfield,8584,121,3500000.0,0.4632402995234854,0.2800077572150015
1025,228917,Jorge Miramón,SD Huesca; Levante UD,La Liga,Spain,Defender,8636,117,3500000.0,0.4632402995234854,0.27879651690492396
1026,126214,Mathew Leckie,FC Ingolstadt 04; Hertha BSC,Bundesliga,Australia,Attack,8043,130,4000000.0,0.498793242156074,0.2767661696196374
1027,249636,Gautier Lloris,OGC Nice,Ligue 1,France,Defender,8285,96,3000000.0,0.4993773349937733,0.2696911774643536
1028,29865,Julian Schuster,SC Freiburg,Bundesliga,Germany,Midfield,8325,110,4000000.0,0.498793242156074,0.26901423163514127
1029,37171,Craig Gardner,Sunderland AFC; West Bromwich Albion,Premier League,England,Midfield,8529,129,7500000.0,0.4872742200328407,0.26895978920838587
1030,72792,Niko Gießelmann,Fortuna Düsseldorf,Bundesliga,Germany,Defender,8461,122,4000000.0,0.498793242156074,0.26562275876692426
1031,245744,Takuma Asano,VfB Stuttgart; Hannover 96,Bundesliga,Japan,Attack,8515,150,4000000.0,0.498793242156074,0.26416927039483123
1032,192492,Jordan Lefort,Amiens SC,Ligue 1,Mauritania,Defender,8765,101,3000000.0,0.4993773349937733,0.25709427823954745
